	logFC	AveExpr	t	P.Value	adj.P.Val	B
PPP1CC	-0.0443794831279311	9.9532896448521	-1.08207701384423	0.279960114735093	0.315810371153524	-6.64755599773438
MLH1	0.036449718866188	6.89304218659826	1.08191136806035	0.280033616058363	0.315872250368136	-6.64773421529124
USP20	-0.0322183188719812	4.87383738434335	-1.08070142097307	0.280570900289298	0.316457224242673	-6.64903516995178
PCOLCE2	0.123174692086739	4.88450646776764	1.07955586699898	0.281080237945245	0.317010601251161	-6.65026555544608
ERG	-0.0627479400163257	4.68504727758504	-1.07826306681937	0.28165580105651	0.317638590632932	-6.65165253426427
CEP170B	0.0396229355102289	6.36197022976074	1.07729820321743	0.282085887623892	0.318102445503177	-6.65268661092142
CHCHD6	-0.0303774369745396	5.28586047244478	-1.07706210538352	0.282191195976291	0.318200017296038	-6.65293950483842
COLEC11	-0.0903251092144326	5.86848615974636	-1.07633079564976	0.282517557010427	0.318546819472619	-6.65372249077523
MRGPRX3	-0.0536305370374724	2.76723445200096	-1.07549632069404	0.282890271296793	0.318945836656751	-6.65461528649625
SPG7	-0.0283977411274839	4.41693939138063	-1.07528532034323	0.282984566585852	0.31903091694159	-6.65484092453043
SLC24A4	-0.0306616604636924	3.40004340292866	-1.07353072680654	0.283769516493624	0.319894563745391	-6.65671553564495
LRRC40	0.0405001085582641	6.20559545407049	1.07348732155593	0.283788953384678	0.319895187006684	-6.65676187135032
CALHM6	-0.0473421440203987	3.24449154360982	-1.0722286060028	0.284353000587093	0.3205051239675	-6.65810475803608
ZNF195	0.0474551333540894	6.25696779802624	1.07219540782159	0.284367887439878	0.3205051239675	-6.65814015501631
NUP54	0.0277382001080767	4.43644117907439	1.07196523299458	0.284471117865692	0.320600142149213	-6.65838554495659
MAP3K1	-0.0549660826998758	6.1429503827951	-1.0719014472859	0.284499729434966	0.320611057519181	-6.65845353779314
CYP2U1	-0.0375483968421074	3.68474872185301	-1.07171246156747	0.284584511909486	0.320685267860487	-6.65865496488731
ATG2A	0.0275376040412792	5.88921758554888	1.07131483421944	0.284762950917915	0.320864998573199	-6.65907865376446
YTHDF3	0.0531043510738114	6.39651722587411	1.07031210786534	0.285213271267429	0.321351035269055	-6.66014640779942
ORC1	-0.0330510444421647	3.19883159724589	-1.07015866815624	0.285282223059771	0.321407346277769	-6.66030971057705
IL17D	-0.0495061865115096	4.42659208370628	-1.06878135228975	0.285901659601259	0.322083800867548	-6.6617745185202
CDPF1	-0.0273965455707125	3.45326322934985	-1.06789292112665	0.286301708187812	0.322513029438857	-6.66271839167117
ADAMTSL1	-0.0548268982138486	3.35949503406834	-1.06764012705928	0.286415607317272	0.322619880840122	-6.66298681867961
OPLAH	-0.0402779107899214	4.6279768846304	-1.06748811840499	0.286484111273542	0.322675588096663	-6.66314819724567
ADAM23	0.0527667593723911	3.36929514709556	1.06665323184645	0.286860557933218	0.323078109925451	-6.66403413972444
MPV17L2	-0.0272990452197806	5.1022891129148	-1.06588330309418	0.28720801254925	0.323447927973959	-6.66485054163725
PRNP	0.0499609247700128	8.82709726912768	1.06551831175772	0.287372826020751	0.32361202371811	-6.66523735933821
C15orf40	0.0365913788733545	5.69061279489234	1.06505242378229	0.287583292927684	0.323827504798921	-6.66573091603361
SMC5	0.045882748796668	6.64241874055785	1.06472768322768	0.287730057634881	0.323971231394808	-6.66607481583545
ZNF717	-0.0402879511618067	4.4365808633322	-1.06413489587581	0.28799809545356	0.324251477933226	-6.66670230813022
PRKY	-0.0745169760777065	4.43339371440741	-1.06375763890199	0.288168765969582	0.324422070547267	-6.66710147095401
PPP2R2B	-0.0393755305021331	3.64126856927833	-1.06314229123898	0.288447295320102	0.324714060521167	-6.66775224771825
TSEN34	0.0321438345182754	6.04907829206824	1.06230746500591	0.288825460156249	0.325118166990953	-6.66863454159424
SNX4	0.0424615994664943	6.66550162377629	1.06184568312921	0.289034785085844	0.325332176701276	-6.66912228426221
ZFP36	0.0960367611652487	8.36340550655195	1.0614010070058	0.289236453003419	0.325537539956011	-6.6695917603727
SCP2	-0.0536272820585277	8.50235354705492	-1.06068285320479	0.289562348502947	0.325869844656934	-6.67034955367894
PRDM2	0.03968170314487	5.27266337741966	1.06066561228205	0.289570175420356	0.325869844656934	-6.67036773997451
TMEM268	0.0459733726296639	5.11641607343133	1.05992016348304	0.289908726058779	0.326229162975669	-6.67115378312835
CA6	-0.0198611991919259	2.73717393496731	-1.05980795492241	0.289959709502319	0.32626486077511	-6.67127205460091
TPT1-AS1	0.0381466162390956	4.44864312107448	1.05883722851334	0.290401024924401	0.326739729159096	-6.67229471242935
FAT3	0.0255558718961935	2.87470140312107	1.05858981336699	0.290513578312075	0.326844658073092	-6.67255521475668
LYNX1	0.090540195305358	4.87765624827225	1.05766194499847	0.290935944055024	0.327298106806489	-6.67353162451459
CD300C	-0.0351926574432431	4.79050886157765	-1.0573153997007	0.291093797825314	0.327453943499623	-6.67389608110552
SERPIND1	-0.0439818174604765	2.95230810611043	-1.05677989556938	0.291337837372692	0.327706704189469	-6.67445902954347
POLR3G	-0.0453654935596804	3.96391959008376	-1.05671501547108	0.29136741386235	0.327718031592157	-6.67452721546658
KLHL29	-0.033042950313768	3.69898247854215	-1.05667293199125	0.291386599282235	0.327718031592157	-6.67457144099482
GFM1	0.0284260368995039	4.46597783758788	1.05660053180378	0.291419607769003	0.32773339677401	-6.67464752225521
INPP5B	-0.0310499495541127	4.97566573400275	-1.05577031247683	0.291798299441496	0.328137492866367	-6.67551958250814
RARS2	-0.0363960032023518	5.77900422480079	-1.05506234683333	0.29212148923268	0.328479125629048	-6.6762626897385
ATP6V1C2	-0.0329507387043359	3.4661175039065	-1.05357210500681	0.292802580900117	0.329223132911721	-6.6778252846874
UPF1	0.0274215983114935	5.69396302008978	1.05306620863716	0.293034036140327	0.329439647897774	-6.67835524398518
SNAPC5	-0.0275441606633414	6.13558422100635	-1.05306620317992	0.29303403863776	0.329439647897774	-6.67835524970064
HELZ	0.0381741858273984	6.95652365645731	1.05194478410153	0.293547544433525	0.329995049618682	-6.67952910726512
ENPEP	-0.116220304298855	5.64045997733619	-1.05059682888626	0.294165584662291	0.330667883488999	-6.6809384492005
SLC43A2	-0.0380497624642471	5.59071509573506	-1.05028106264996	0.294310490706617	0.330808819094293	-6.68126833603071
DYRK4	0.0378836034511691	5.38149805165557	1.05009947667411	0.294393842800472	0.330880553147558	-6.68145799763214
APOPT1	-0.0397449858164614	6.14261087629198	-1.04960520490578	0.29462080528261	0.331113676208281	-6.68197408594408
ZNF385A	0.0337584114837103	5.34601432823493	1.04951955186669	0.294660147894996	0.331135923135281	-6.68206349505641
KLHL4	0.0545798228302071	3.41215544493735	1.04946897961226	0.294683378673735	0.331140062005511	-6.68211628161052
METTL6	0.035897952003321	4.63647347066614	1.0490892523588	0.294857848869113	0.331314139018491	-6.68251255442953
KIAA0319L	-0.0413631830875736	6.70133937806464	-1.04898615876756	0.29490522843893	0.331345398272566	-6.68262011544187
WDR18	0.0333470546888522	5.50003298200936	1.04854652626505	0.295107331465582	0.33155048381927	-6.68307868091615
SFMBT1	-0.0375476310691823	5.66957643134345	-1.0483718721663	0.295187647386236	0.33161872449916	-6.68326080355457
TROAP	0.0369809819996264	4.57845218197434	1.04785661662895	0.295424676956977	0.331862999181114	-6.68379791672673
SESN3	0.0726545299800129	4.53322240810891	1.04746818192026	0.295603450589814	0.332041804455371	-6.68420265574254
KIAA1586	0.0492070250331686	5.0829475457126	1.04735620909978	0.295654998593355	0.332077687055526	-6.68431930086346
DCTN3	-0.0323024032834238	7.38398177048593	-1.04724000774236	0.295708499644253	0.332115758401753	-6.68444033786323
LINC00313	-0.0341673606505483	3.54862977018817	-1.04714443480219	0.295752507904853	0.332143163876175	-6.68453987800582
URB1	0.0328068589559253	4.72284400504146	1.04688435401139	0.295872289027437	0.332255656355637	-6.68481070895666
GRIP1	-0.034466321473291	3.34342839668439	-1.04635951610934	0.296114104267071	0.332498646542342	-6.68535703688918
PGBD1	0.0321408166873192	3.48088080446426	1.04632952421906	0.296127926823159	0.332498646542342	-6.68538824860504
ZBTB2	-0.0324909149586813	5.56571576938906	-1.04600242396046	0.2962787077874	0.33264589805929	-6.68572859491162
SPRY1	0.0675349542201433	7.32694028710862	1.04533334640923	0.29658728814486	0.332970287041814	-6.68642443762306
NUFIP1	-0.035373698242754	5.62556727639233	-1.04443375459127	0.2970025224991	0.333414362566916	-6.68735931849218
OGT	-0.0358492773256511	7.42468755131786	-1.04410118575297	0.297156128699851	0.333564695525511	-6.68770473077786
PPP2R5B	0.0261269947036923	6.28480828766929	1.04345837770933	0.297453178705839	0.333876016914718	-6.68837205351283
TMPRSS11E	0.0676831046388324	3.18728080717646	1.04202446628938	0.298116525956837	0.334598419777965	-6.68985917815368
VSIR	-0.0494056830200824	5.0676751394321	-1.04067853488188	0.298740074688147	0.335276061032014	-6.6912532086725
OTUB2	-0.0346818956777877	3.79741386209444	-1.04047415874731	0.298834835331944	0.335360192813722	-6.69146473193496
GALNT15	0.0789066119774576	4.1496521288768	1.03989104394179	0.299105311967415	0.335641493423953	-6.692068011582
PIK3R5	-0.0344006131387608	4.47110263139698	-1.03982284461722	0.299136956801065	0.335654769040872	-6.69213854737095
CGRRF1	-0.0363735964822958	5.12947565686038	-1.03975543461247	0.299168237591166	0.335667634441274	-6.69220826228046
LCA5	-0.0347666401091938	3.92892888916684	-1.03717663025983	0.300366546332755	0.336989820178613	-6.69487186914879
GPC5	0.0435039775672324	3.25727014558768	1.03654904260704	0.30065865674667	0.337295208297257	-6.69551910006908
COPB2	-0.0490470299919462	8.98901472591234	-1.03590877894348	0.300956863048155	0.337607394214671	-6.69617900252534
PDE4A	0.0351917366031089	5.93142348220769	1.03573317146066	0.30103868776038	0.337671835025792	-6.69635992559607
HSPBP1	0.0304329380288448	5.83527688334498	1.03569993724661	0.301054174993774	0.337671835025792	-6.69639416236958
ANAPC2	-0.0275290395278831	5.52133213606708	-1.03414689016869	0.301778493538985	0.33846184325678	-6.69799284171909
LIN28B	-0.0443793745614404	2.3308187470669	-1.0335231471347	0.302069725830319	0.338766048034797	-6.69863424070316
VRK3	0.0305663269322699	4.56518129494103	1.03310594013964	0.302264629036418	0.338962188261415	-6.69906304267737
BICRAL	-0.0372559785359141	6.08456969311037	-1.03271328505011	0.30244813926685	0.339145527184778	-6.69946645321551
THBD	0.0967704713898226	6.38451384644652	1.0322599530156	0.30266009986367	0.339360742102897	-6.69993201316437
BDNF	0.0367406596688741	3.15659558965277	1.03189100659119	0.302832678214764	0.33953177370826	-6.70031076137308
CCDC34	-0.0313815574505962	3.40611301089562	-1.03123588431589	0.303139280073676	0.339853038017741	-6.70098295662477
DVL2	-0.0245533381011635	5.30448824390253	-1.03056062412661	0.303455523437505	0.340185068296693	-6.70167537052678
TMEM86A	-0.0343597510020627	5.04157334762238	-1.03030250282637	0.30357646706152	0.340288338944464	-6.70193992981731
ZFAT	0.0342878778868088	4.54744552177596	1.03027827713355	0.303587819744255	0.340288338944464	-6.70196475635946
RBM38	-0.0344466150969691	5.02503605525421	-1.02942528851202	0.303987729236378	0.34071404878022	-6.70283853105182
RGS6	0.0542950017616181	3.66782597047766	1.02919637527241	0.304095111171431	0.340811854663846	-6.70307290014135
B4GALT3	-0.029045221359392	6.38782587771614	-1.02719647464313	0.305034329481042	0.341841859050598	-6.70511826232792
KLRA1P	0.0377622225689521	3.50638627369818	1.02674397668777	0.305247105110461	0.34203826437157	-6.70558049784387
C3orf70	-0.0415695271047588	4.3849859180793	-1.02673788690701	0.305249969348843	0.34203826437157	-6.70558671729347
TUBB2B	-0.0544859348640296	5.08776307229144	-1.02570180804861	0.305737534409771	0.342561930875159	-6.70664432344184
CRYBG3	0.041030017228623	7.21921564347796	1.02496084533643	0.306086539599185	0.342930289736124	-6.70740003068079
ZNF311	0.0253071067311198	3.34720575513268	1.02434833024736	0.306375244083205	0.343231045219859	-6.70802432445111
TOX	0.0940833511235493	4.8876137603397	1.02338740165119	0.306828535781218	0.343716135176156	-6.70900298424471
SI	-0.187055369854818	3.27215828470392	-1.02309794292022	0.306965167388296	0.343846454774696	-6.70929760517602
EXOC3	0.0275689041216616	6.62743910115185	1.02213190361121	0.307421454460748	0.344334794932893	-6.71028027318074
AATBC	0.0399318941248333	3.38302218933448	1.02177729663288	0.307589058225998	0.344499745213117	-6.7106407525743
TMEM101	-0.0348725954650241	5.31407976991571	-1.02124533207815	0.307840603327829	0.344758681764738	-6.71118129347611
FCGBP	0.1174057521471	6.19965442835708	1.0193604886181	0.308732971701451	0.345735211252898	-6.71309427225117
SCAF4	0.0463407737398234	6.16192150212213	1.01845255100339	0.309163441962685	0.346194388342668	-6.71401450909207
HNRNPA1	0.0344946815073647	8.16570839854872	1.01838557042195	0.309195214484487	0.346207081325085	-6.7140823647285
TRABD2B	-0.0367330991026044	4.40892197479549	-1.01737869816997	0.309673089734582	0.346704738825816	-6.71510185647401
DENND2C	-0.0493475097041491	4.54756125555396	-1.01736287757338	0.309680602312481	0.346704738825816	-6.71511786735606
SPNS2	-0.0445919293782031	5.84386047316609	-1.01497310729907	0.310816798601786	0.347953777974773	-6.71753353861227
ZNRF3	-0.0423885711751771	5.63631602121392	-1.01470338395844	0.310945209575945	0.348074529188959	-6.7178058306034
LOC100130331	0.0371653616197094	4.78371753976322	1.01435970413553	0.311108880973246	0.348234732634253	-6.7181526791454
MAP3K19	-0.0181581923969111	2.50436953989233	-1.01423451572814	0.311168513902239	0.348278468814267	-6.71827899276318
IFNAR1	0.0411160071381217	6.01790213351358	1.01385793071325	0.311347944108001	0.348456274655757	-6.71865886914088
UBE2NL	0.0232114917967161	5.7012249503146	1.01314589599407	0.311687392158959	0.348813134912649	-6.71937674378136
ATG10	0.0472278086200019	4.81055582355883	1.0127266797041	0.311887359547624	0.349013863835167	-6.71979916387422
ZNF608	-0.0502957788805417	5.99792219148125	-1.01125735396971	0.31258890253025	0.349775811405141	-6.72127834660086
SERPINA3	-0.193183943900369	9.02946228178978	-1.00906189589784	0.313639087768333	0.350927750779099	-6.72348455430341
EHMT1	-0.036605515973898	4.75655754471713	-1.00886808635606	0.313731907363474	0.351008421553217	-6.72367908380927
SDR42E1	-0.046642532256683	5.20643199394457	-1.00880341117977	0.313762885747708	0.351019897276858	-6.72374399097402
PCSK7	0.0326054532759538	6.17970603425586	1.00872668973008	0.313799636726819	0.35103782910601	-6.72382098225737
SOX5	-0.0434041346850856	3.64761792811174	-1.00829719548255	0.314005424862371	0.351244842655082	-6.72425187954471
SLC4A3	-0.0362361137732816	4.45388542247441	-1.00825079300763	0.314027663507653	0.35124652491381	-6.72429842268353
MIEF1	0.0312791397560121	5.67348513455914	1.0075977811602	0.314340733427929	0.351573486350793	-6.72495318820357
ZNF74	-0.0295114968482554	4.67071407191844	-1.00545224478471	0.315370806959019	0.352702282292585	-6.7271015171194
FCRLA	-0.068928315139446	4.08282419142113	-1.00510821603286	0.315536182340436	0.352863937737456	-6.72744557008409
DNAJC21	-0.0378981991787726	5.92936413404274	-1.00495165890343	0.315611458633895	0.352924820731281	-6.72760209947452
EIF2S2	0.0440320389611619	5.65173926233873	1.00424312049646	0.315952288407337	0.353282624793419	-6.72831020920803
CDYL2	0.0306724819600524	4.46321011968858	1.00373791435479	0.316195456975367	0.353531188777158	-6.72881480644065
CUEDC2	0.0292172356024349	6.497831163706	1.00220495338269	0.316934065011731	0.354333623369768	-6.73034437457095
SNX19	0.0344979349964913	5.17742498494987	1.00196290426939	0.317050792417406	0.354440732762546	-6.73058567548201
CIAO1	0.0269071855197946	6.5982288692558	1.00172501219615	0.317165542691043	0.354545617868963	-6.7308227757358
EID1	0.0514554978984621	8.27057881981865	1.00133941678071	0.317351597644136	0.354730192285825	-6.73120696880172
USP28	-0.0345844713178264	5.18411825373992	-1.00071254044299	0.317654227232193	0.355045038883171	-6.73183125138456
DTD1	-0.025918815321612	4.76698084649566	-1.00030272285591	0.317852172620613	0.355227392676847	-6.73223916319098
RFK	0.0404439355687105	6.85054942120407	1.00028793602236	0.317859316304347	0.355227392676847	-6.73225387815588
DPAGT1	-0.0366821404820014	6.28940382515061	-1.00000978435596	0.317993714155765	0.355354147225981	-6.73253063761763
SEMG1	0.0310784634678252	2.76215665658305	0.999689002147934	0.318148756736538	0.355502400130027	-6.73284971922301
CYHR1	-0.0465586242765733	5.01231358630853	-0.999648466311895	0.318168352324164	0.355502400130027	-6.73289003291743
TTC25	-0.0343641356203925	3.39285689990003	-0.99943100090066	0.318273491689113	0.355596421924124	-6.73310627884064
EMP1	0.138155548954558	7.46261393989798	0.99895623102147	0.318503111068928	0.355817419896511	-6.73357822378797
HSD17B10	0.0320294368686327	7.49441866418467	0.998935162707036	0.31851330314703	0.355817419896511	-6.73359916157693
ZNF343	-0.0238337451941317	3.86797439996165	-0.997054001077297	0.319424204818966	0.356811475742386	-6.73546689887709
MUL1	-0.0236359400822941	5.69674171017086	-0.996990348801428	0.319455056624719	0.356822409285424	-6.73553003568985
RHOJ	0.0870055504940265	5.53829254726339	0.996827143551267	0.319534169995761	0.35688724465802	-6.73569190097334
SH3BP5L	0.0268993236674202	5.07176357955374	0.993987223304849	0.320912875588446	0.358403488427497	-6.7385042861322
SOSTDC1	-0.0859599488974486	3.25202845775531	-0.992860342908589	0.321461026087679	0.35899200882888	-6.73961802954205
IGSF9B	-0.0462019607451354	3.6686231088311	-0.992701296064447	0.321538440953751	0.359054791678084	-6.73977512107825
WFS1	0.0445418743845064	5.00116199260096	0.991239598934104	0.322250483552269	0.359826194145109	-6.74121767638298
GFOD1	-0.0306423353813598	3.36464413821836	-0.990710476209246	0.322508491825319	0.360090551774381	-6.74173934885231
HSPA12A	0.0552762191772668	5.36436937806086	0.990117198651097	0.322797943861625	0.36038998016318	-6.74232394343456
LOC401320	-0.0367128653664587	5.0333718310336	-0.989487970403648	0.323105121609451	0.360693133798728	-6.74294358202817
LIME1	-0.0372180306358026	6.31679359209525	-0.989473761120883	0.323112060531033	0.360693133798728	-6.74295757023393
IGSF22	-0.0281366688685791	4.391628747386	-0.989180125109138	0.32325547576401	0.360829451729199	-6.74324659295444
EPB41L4A	0.0447132692324373	4.08618644793665	0.988458146937185	0.323608275437739	0.36119945878074	-6.74395686546255
TXK	-0.081515635476803	3.93278303240604	-0.988363116911739	0.323654731281837	0.361227510074734	-6.74405031632835
ZBTB46	0.041619104959281	5.13540184760259	0.987951588210511	0.32385595925638	0.361428285776604	-6.7444549033355
ICOS	0.0644112751666844	3.66661163799234	0.986552879350315	0.324540507142136	0.36216839202818	-6.74582876612378
CC2D2A	0.0338963828058017	3.79072168172083	0.985419121259618	0.325096078064872	0.362764479442654	-6.74694096423261
VDAC2	0.034254300545291	8.07703271632372	0.984972035922615	0.325315332250229	0.362985227790731	-6.74737919797664
TRIM5	-0.0325828673286794	6.19463980275755	-0.984775440546187	0.325411774750067	0.363068923418701	-6.74757183846774
HECW1-IT1	0.0250490388641562	2.86475298332562	0.984423323963142	0.325584556942577	0.363237776251795	-6.74791677597992
COPZ1	-0.0383067431770455	8.14920469951357	-0.98373814478838	0.325920943315739	0.36358911951061	-6.74858763387896
C14orf132	0.0498332178722718	5.41934247691863	0.983613921767493	0.325981954473731	0.363633235136639	-6.74870921070928
APCDD1L	-0.0398517550358961	4.77868358245222	-0.982942543292338	0.326311825763663	0.363977238983107	-6.74936602326672
RECK	0.0519342775815136	4.91407003662005	0.982150899453478	0.326701067350253	0.364387416441486	-6.75013991897268
LRP5L	0.0309674254205261	4.89101855681543	0.981496366291866	0.327023121962091	0.364722607547424	-6.75077930962932
NEFH	-0.0263801407964768	3.67528115219323	-0.981432700185583	0.327054459095474	0.364733544244722	-6.75084148020986
FRA10AC1	-0.0359675460591783	6.40382150112356	-0.981011428525803	0.327261862828562	0.36494081734684	-6.75125275506811
EFHC2	0.0258905404172824	2.70163433913117	0.980528881348204	0.327499539555204	0.365181819382909	-6.7517236355961
CISD2	0.0439262815001196	7.0051472126766	0.980183711838912	0.32766962046298	0.365347421223121	-6.75206031851461
INCENP	0.0249178850836805	4.46323382797089	0.978678304729347	0.328412076792116	0.366151150510626	-6.75352733425303
DNAJC19	-0.0400290587104909	6.52716376763468	-0.97823465802497	0.32863108912994	0.366371217496622	-6.75395923912088
CCR2	0.0921094665566445	4.5150383481812	0.977722972177444	0.328883808005408	0.366628830456147	-6.75445714050622
ECH1	0.0416620855260184	8.3611202731076	0.976907629853946	0.329286762511017	0.3670538762214	-6.75524998273529
ASB13	0.0302326387535265	6.08172262558351	0.976102578776688	0.329684946001223	0.367473548181387	-6.75603217227344
EIF1AY	-0.204299306329446	4.8983847727374	-0.976014658386789	0.329728450959026	0.36749785902006	-6.75611755708726
ARHGAP20	-0.0416886819084022	3.80641229599237	-0.975743084998243	0.329862855070738	0.367623471374888	-6.75638125014172
TCTN2	0.0413294298863192	5.89498417212231	0.973643204005455	0.330903307720327	0.368758768027257	-6.7584177342323
SMARCA2	-0.0475688764738238	7.59553758126047	-0.972802032808198	0.331320690123164	0.369199611280516	-6.75923228576267
NES	0.0503522777701789	5.74792758382357	0.971795351075608	0.331820646733334	0.369732405161	-6.76020618963474
MANF	0.0392487775347373	8.27867459211904	0.971695300764698	0.331870362278591	0.36976347915018	-6.76030292748652
TMBIM6	-0.0352174333440241	9.68545495593077	-0.971525071590623	0.33195496119368	0.369833412865567	-6.76046749795766
IL31RA	0.025409110025342	2.81272312647727	0.971297672979151	0.332067993478727	0.36993501312177	-6.76068729271623
CLN5	0.032473329843839	6.40030705189593	0.970988288003946	0.332221818558556	0.370082041584924	-6.76098625016581
PRPF38B	0.0350096700358658	6.6389462631853	0.969990979371277	0.332717991431608	0.370610387615166	-6.76194930060938
LPAR2	0.0376283632891135	5.28126325708525	0.969530834284716	0.332947080996098	0.370841182988618	-6.76239330756113
NFX1	0.035001403196901	7.24484518034343	0.969074102680255	0.333174572219423	0.371070167876202	-6.76283381352486
FAM210B	-0.0292438321832219	7.24883868735774	-0.968783421806995	0.333319408495871	0.371207072508057	-6.76311406029144
DCTN6	0.0387063705551689	7.33193329014743	0.968282206870294	0.3335692424777	0.371460884010796	-6.76359708750663
PHLDB1	-0.0410957925232753	4.80686763761204	-0.96722277036736	0.334097724952117	0.372024943186016	-6.76461726175598
DENND6B	-0.026764143162972	5.00880381086831	-0.96651262092698	0.334452274694492	0.372395263134265	-6.76530047149348
PNRC2	0.0497977556099851	9.04801173330075	0.96537786173101	0.335019320792469	0.373002122525431	-6.76639114728757
ZNF232	-0.0386677579549568	4.95616817760828	-0.964751423078837	0.335332622326147	0.373326407873616	-6.76699270391248
C6orf15	0.0563048070005045	4.58544454455111	0.964503006965848	0.335456915439536	0.373440241016346	-6.76723114543229
VSTM2L	0.0623350178038789	5.76949918842459	0.962706293018166	0.336356774479967	0.374417384655713	-6.76895389788315
TUBBP5	-0.0390877066516506	4.79268012156022	-0.95982679455046	0.337802180559738	0.376001638654443	-6.77170819826591
COX18	-0.0356009483496898	7.03841372447044	-0.959367059182257	0.338033321842561	0.376234196584295	-6.77214718496646
PPIP5K2	0.0394520998517325	7.20958351021223	0.95873343792552	0.338352054933988	0.376564208040323	-6.77275186690764
KANSL3	0.0242135701833735	4.33102217183595	0.958344756709665	0.338547670702942	0.376757163428448	-6.77312259926824
ABL2	0.0651151860148535	5.02207047709398	0.957837899092104	0.338802871888184	0.377007827115716	-6.7736058261236
CNNM1	0.0353104725283961	4.1757203248137	0.957809004714203	0.338817423849449	0.377007827115716	-6.77363336572345
RNPEPL1	0.0317070883229351	5.90202920852875	0.95716463921495	0.339142047755423	0.37734425543362	-6.77424730397672
SEMA3D	-0.0659371496706253	3.39831811011689	-0.956616707069991	0.339418247249298	0.377626763982866	-6.77476903915978
LOC202181	-0.0297631532011625	5.14109516520658	-0.956436012415484	0.339509362864215	0.377703330066316	-6.77494102953132
CREB5	-0.0639043600777857	4.67024818468793	-0.956366677595175	0.339544329257813	0.377717424325411	-6.77500701582803
CEP83	0.0355973033478183	4.96868717861079	0.954979733718217	0.340244269125024	0.378471200930981	-6.77632597758834
TMEM181	-0.0400668948686425	8.39785452045781	-0.954518257062207	0.340477365264063	0.378705618356745	-6.77676441241222
ZNF326	0.0377440334456977	6.60387815955809	0.95352640769758	0.34097870523097	0.379238347226882	-6.77770602460475
BTLA	-0.0711663781966546	3.86224491757664	-0.953290255015673	0.341098140852093	0.37932597582148	-6.77793007261361
FPGS	-0.0311189196032339	5.85716920276536	-0.953282075798353	0.341102278021759	0.37932597582148	-6.77793783159285
FPR2	0.0660518482789403	3.59443658093381	0.952887827602548	0.341301732878239	0.379522866939567	-6.77831174527294
BCL7C	0.0265150027588566	6.5702087596611	0.952377700868857	0.34155992331849	0.379785041090595	-6.77879533235714
TTC39C	-0.0440554983841043	5.38590274844195	-0.951770925524327	0.341867193938703	0.380101750152378	-6.77937020439703
RBL2	-0.0407510660985644	8.37461201932202	-0.951117670171305	0.342198200476034	0.380444806462165	-6.77998870516484
KAT8	-0.0266417334925163	4.97995115235245	-0.950391705994952	0.342566290213786	0.380821040006367	-6.78067555087349
NCBP2-AS2	-0.0315493518409267	6.28483149212254	-0.950361577476665	0.342581571939612	0.380821040006367	-6.78070404464527
ST8SIA2	0.0272195635417141	3.21524212502936	0.950076867405954	0.342726003613734	0.380956594568022	-6.78097326223094
GGCX	0.0348873127521665	5.80186741355657	0.949950393751986	0.342790175460678	0.38100292449996	-6.78109282808512
BIN3-IT1	0.034918036123932	4.77828499316958	0.94937335553888	0.343083058477719	0.381303438565317	-6.78163814839569
ARHGAP10	-0.0387368957996985	5.52298899347472	-0.947655451084727	0.343955952900697	0.382248497155272	-6.78325967369569
SPATA2	-0.0335289148782873	5.01097602741345	-0.947354588674335	0.344108972248522	0.382393465618602	-6.78354335624119
MRPL39	-0.034389626570904	6.31059154117222	-0.947146943691957	0.344214606436469	0.382485761432193	-6.78373909199745
MFSD12	0.0332999093292581	5.12713275633118	0.94659380442096	0.344496103618567	0.382770267470174	-6.7842602983206
ZFP14	-0.0310155504079035	3.41417997861219	-0.946555040617699	0.344515836370587	0.382770267470174	-6.78429681291614
C4orf33	-0.0394799170541322	4.87965510450699	-0.945945676307629	0.344826129048823	0.383089888909173	-6.78487062432622
C1QTNF7	-0.0474309120474472	3.69632001353288	-0.945774269468333	0.344913442892127	0.38316176290856	-6.78503196431322
EPC2	0.0341584207120382	6.65594970451908	0.945702380199009	0.344950067164943	0.383171564749606	-6.78509962281349
NDFIP2	0.0470000173836302	6.91562099949072	0.945653892211552	0.344974770968627	0.383171564749606	-6.78514525433568
PTPN2	0.0404828464580456	4.97472746745453	0.945623758219474	0.344990124295218	0.383171564749606	-6.78517361193795
CUL9	0.0265499881561572	5.42694480841072	0.945552151949073	0.345026609582476	0.383186964290772	-6.78524099343357
ZCCHC11	-0.037815019821106	6.77810243463958	-0.945224902921626	0.345193383063508	0.383339319230414	-6.78554887013177
GINS3	0.0288919192909986	3.97666809240834	0.945194164978021	0.345209050463988	0.383339319230414	-6.78557778301823
SOX21	-0.0425734478013889	4.21072389802215	-0.944307297784253	0.345661290569302	0.383816351746459	-6.78641158984821
SAMD5	0.0402801878138766	3.76312439484133	0.942958469421681	0.346349825049782	0.384555681742368	-6.78767822632957
UFM1	0.0400926964976266	8.04370372894899	0.942658175788363	0.346503234815718	0.384700799434936	-6.787959976181
MCPH1	0.0304642280772138	5.14661141673393	0.941883607153874	0.346899136044733	0.385115103519089	-6.78868630136075
SNX13	-0.0351742006374829	5.91006583588202	-0.941792839286127	0.346945548671842	0.385141388892595	-6.78877137693194
AKR1A1	0.0347511070794934	7.76614453034623	0.941427803443585	0.347132243705811	0.385323386958681	-6.78911343802577
